"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"2165","blue-collar","basic.4y",41,"mon",4.857,"married",5191,"may"
"2171","retired","professional.course",54,"mon",4.857,"divorced",5191,"may"
"2176","admin.","university.degree",35,"mon",4.857,"single",5191,"may"
"2177","admin.","high.school",28,"mon",4.857,"married",5191,"may"
"2195","management","university.degree",34,"mon",4.857,"single",5191,"may"
"2196","services","high.school",47,"mon",4.857,"divorced",5191,"may"
"2198","admin.","high.school",33,"mon",4.857,"married",5191,"may"
"2199","blue-collar","basic.6y",36,"mon",4.857,"married",5191,"may"
"2209","blue-collar","basic.4y",50,"mon",4.857,"married",5191,"may"
"2216","technician","professional.course",51,"mon",4.857,"married",5191,"may"
"2221","admin.","university.degree",41,"mon",4.857,"single",5191,"may"
"2222","services","high.school",57,"mon",4.857,"divorced",5191,"may"
"2226","services","high.school",35,"mon",4.857,"married",5191,"may"
"2227","unknown","unknown",54,"mon",4.857,"married",5191,"may"
"2230","housemaid","basic.4y",52,"mon",4.857,"married",5191,"may"
"2235","management","university.degree",47,"mon",4.857,"married",5191,"may"
"2246","admin.","high.school",35,"mon",4.857,"married",5191,"may"
"2250","entrepreneur","unknown",51,"tue",4.856,"divorced",5191,"may"
"2255","management","university.degree",29,"tue",4.856,"married",5191,"may"
"2256","blue-collar","professional.course",57,"tue",4.856,"married",5191,"may"
"2266","admin.","high.school",26,"tue",4.856,"single",5191,"may"
"2270","blue-collar","basic.9y",28,"tue",4.856,"single",5191,"may"
"2275","admin.","high.school",30,"tue",4.856,"single",5191,"may"
"2276","admin.","university.degree",32,"tue",4.856,"single",5191,"may"
"2280","admin.","high.school",43,"tue",4.856,"married",5191,"may"
"2282","services","professional.course",45,"tue",4.856,"single",5191,"may"
"2289","self-employed","university.degree",33,"tue",4.856,"married",5191,"may"
"2291","unknown","basic.4y",48,"tue",4.856,"married",5191,"may"
"2294","management","university.degree",31,"tue",4.856,"single",5191,"may"
"2295","unemployed","basic.9y",51,"tue",4.856,"married",5191,"may"
"2296","admin.","high.school",26,"tue",4.856,"married",5191,"may"
"2308","admin.","university.degree",38,"tue",4.856,"married",5191,"may"
"2315","technician","professional.course",33,"tue",4.856,"divorced",5191,"may"
"2322","services","high.school",35,"tue",4.856,"single",5191,"may"
"2333","admin.","university.degree",35,"tue",4.856,"married",5191,"may"
"2338","admin.","high.school",42,"tue",4.856,"single",5191,"may"
"2342","technician","professional.course",53,"tue",4.856,"married",5191,"may"
"2345","technician","professional.course",53,"tue",4.856,"married",5191,"may"
"2356","blue-collar","basic.4y",44,"tue",4.856,"divorced",5191,"may"
"2362","entrepreneur","university.degree",36,"tue",4.856,"married",5191,"may"
"2365","blue-collar","professional.course",37,"tue",4.856,"married",5191,"may"
"2377","blue-collar","high.school",39,"tue",4.856,"married",5191,"may"
"2385","self-employed","professional.course",43,"tue",4.856,"single",5191,"may"
"2386","technician","professional.course",41,"tue",4.856,"single",5191,"may"
"2390","admin.","university.degree",47,"tue",4.856,"married",5191,"may"
"2395","admin.","unknown",56,"tue",4.856,"divorced",5191,"may"
"2396","admin.","high.school",36,"tue",4.856,"married",5191,"may"
"2405","services","high.school",48,"tue",4.856,"married",5191,"may"
"2408","blue-collar","basic.4y",42,"tue",4.856,"married",5191,"may"
"2410","admin.","unknown",56,"tue",4.856,"married",5191,"may"
"2411","services","unknown",54,"tue",4.856,"married",5191,"may"
"2423","blue-collar","high.school",36,"tue",4.856,"married",5191,"may"
"2427","blue-collar","basic.4y",48,"tue",4.856,"divorced",5191,"may"
"2428","services","high.school",47,"tue",4.856,"married",5191,"may"
"2429","blue-collar","basic.4y",41,"tue",4.856,"married",5191,"may"
"2432","management","university.degree",44,"tue",4.856,"married",5191,"may"
"2436","entrepreneur","basic.9y",38,"tue",4.856,"married",5191,"may"
"2451","management","university.degree",34,"tue",4.856,"divorced",5191,"may"
"2452","blue-collar","basic.4y",38,"tue",4.856,"married",5191,"may"
"2458","admin.","basic.9y",57,"tue",4.856,"divorced",5191,"may"
"2462","services","basic.9y",39,"tue",4.856,"divorced",5191,"may"
"2464","unknown","basic.4y",58,"tue",4.856,"married",5191,"may"
"2465","blue-collar","basic.9y",36,"tue",4.856,"married",5191,"may"
"2468","student","university.degree",35,"tue",4.856,"single",5191,"may"
"2477","blue-collar","basic.9y",40,"tue",4.856,"divorced",5191,"may"
"2481","blue-collar","basic.6y",46,"tue",4.856,"married",5191,"may"
"2487","management","university.degree",30,"tue",4.856,"single",5191,"may"
"2492","admin.","university.degree",54,"tue",4.856,"married",5191,"may"
"2515","admin.","basic.9y",45,"tue",4.856,"married",5191,"may"
"2516","technician","basic.9y",47,"tue",4.856,"married",5191,"may"
"2517","technician","professional.course",36,"tue",4.856,"married",5191,"may"
"2521","technician","unknown",42,"tue",4.856,"single",5191,"may"
"2524","admin.","high.school",35,"tue",4.856,"single",5191,"may"
"2528","blue-collar","basic.9y",49,"tue",4.856,"married",5191,"may"
"2538","blue-collar","basic.4y",46,"tue",4.856,"married",5191,"may"
"2539","retired","basic.4y",51,"tue",4.856,"married",5191,"may"
"2541","admin.","high.school",51,"tue",4.856,"married",5191,"may"
"2554","retired","high.school",54,"tue",4.856,"married",5191,"may"
"2555","admin.","high.school",31,"tue",4.856,"married",5191,"may"
"2559","admin.","university.degree",36,"tue",4.856,"married",5191,"may"
"2560","entrepreneur","basic.9y",51,"tue",4.856,"married",5191,"may"
"2561","technician","professional.course",39,"tue",4.856,"married",5191,"may"
"2563","services","high.school",30,"tue",4.856,"single",5191,"may"
"2567","blue-collar","unknown",44,"tue",4.856,"married",5191,"may"
"2573","blue-collar","unknown",39,"tue",4.856,"single",5191,"may"
"2574","services","high.school",35,"tue",4.856,"married",5191,"may"
"2589","technician","high.school",40,"tue",4.856,"single",5191,"may"
"2599","management","university.degree",47,"tue",4.856,"divorced",5191,"may"
"2603","entrepreneur","university.degree",40,"tue",4.856,"married",5191,"may"
"2608","technician","professional.course",42,"tue",4.856,"married",5191,"may"
"2611","blue-collar","basic.4y",57,"tue",4.856,"married",5191,"may"
"2615","blue-collar","basic.9y",42,"tue",4.856,"married",5191,"may"
"2616","entrepreneur","professional.course",34,"tue",4.856,"married",5191,"may"
"2619","admin.","university.degree",33,"tue",4.856,"single",5191,"may"
"2625","blue-collar","basic.4y",34,"tue",4.856,"single",5191,"may"
"2628","technician","professional.course",39,"tue",4.856,"married",5191,"may"
"2629","technician","high.school",42,"tue",4.856,"single",5191,"may"
"2630","admin.","high.school",37,"tue",4.856,"married",5191,"may"
"2632","technician","unknown",48,"tue",4.856,"single",5191,"may"
"2643","admin.","high.school",43,"tue",4.856,"married",5191,"may"
"2645","admin.","high.school",45,"tue",4.856,"married",5191,"may"
"2654","blue-collar","basic.6y",34,"tue",4.856,"married",5191,"may"
"2659","technician","university.degree",37,"wed",4.859,"married",5191,"may"
"2671","management","university.degree",40,"wed",4.859,"divorced",5191,"may"
"2672","student","high.school",28,"wed",4.859,"single",5191,"may"
"2673","admin.","high.school",33,"wed",4.859,"single",5191,"may"
"2678","unemployed","professional.course",46,"wed",4.859,"married",5191,"may"
"2682","management","unknown",55,"wed",4.859,"married",5191,"may"
"2683","admin.","basic.9y",45,"wed",4.859,"married",5191,"may"
"2689","blue-collar","basic.4y",52,"wed",4.859,"married",5191,"may"
"2719","blue-collar","basic.9y",32,"wed",4.859,"married",5191,"may"
"2725","management","basic.4y",48,"wed",4.859,"married",5191,"may"
"2732","management","high.school",31,"wed",4.859,"married",5191,"may"
"2736","blue-collar","basic.6y",39,"wed",4.859,"married",5191,"may"
"2742","services","high.school",51,"wed",4.859,"married",5191,"may"
"2743","housemaid","basic.9y",50,"wed",4.859,"married",5191,"may"
"2745","admin.","high.school",27,"wed",4.859,"single",5191,"may"
"2747","services","high.school",53,"wed",4.859,"married",5191,"may"
"2752","housemaid","high.school",29,"wed",4.859,"married",5191,"may"
"2760","blue-collar","high.school",34,"wed",4.859,"single",5191,"may"
"2764","unemployed","basic.9y",33,"wed",4.859,"divorced",5191,"may"
"2771","admin.","basic.9y",49,"wed",4.859,"divorced",5191,"may"
"2777","blue-collar","basic.9y",49,"wed",4.859,"married",5191,"may"
"2778","blue-collar","basic.6y",36,"wed",4.859,"married",5191,"may"
"2782","technician","professional.course",35,"wed",4.859,"divorced",5191,"may"
"2786","admin.","high.school",35,"wed",4.859,"married",5191,"may"
"2796","blue-collar","basic.4y",44,"wed",4.859,"divorced",5191,"may"
"2800","admin.","basic.4y",39,"wed",4.859,"married",5191,"may"
"2801","technician","professional.course",40,"wed",4.859,"married",5191,"may"
"2817","unemployed","high.school",56,"wed",4.859,"divorced",5191,"may"
"2830","unemployed","university.degree",39,"wed",4.859,"married",5191,"may"
"2831","blue-collar","basic.4y",52,"wed",4.859,"married",5191,"may"
"2845","technician","professional.course",43,"wed",4.859,"divorced",5191,"may"
"2855","unknown","university.degree",43,"wed",4.859,"married",5191,"may"
"2860","blue-collar","basic.9y",49,"wed",4.859,"married",5191,"may"
"2864","blue-collar","basic.9y",41,"wed",4.859,"married",5191,"may"
"2866","blue-collar","basic.6y",35,"wed",4.859,"single",5191,"may"
"2867","blue-collar","basic.6y",32,"wed",4.859,"married",5191,"may"
"2870","technician","basic.9y",41,"wed",4.859,"married",5191,"may"
"2872","admin.","university.degree",41,"wed",4.859,"single",5191,"may"
"2878","technician","professional.course",35,"wed",4.859,"married",5191,"may"
"2885","admin.","high.school",36,"wed",4.859,"divorced",5191,"may"
"2889","self-employed","basic.6y",35,"wed",4.859,"single",5191,"may"
"2892","blue-collar","basic.6y",31,"wed",4.859,"married",5191,"may"
"2893","blue-collar","basic.6y",33,"wed",4.859,"married",5191,"may"
"2894","management","high.school",33,"wed",4.859,"married",5191,"may"
"2900","admin.","university.degree",33,"wed",4.859,"married",5191,"may"
"2901","blue-collar","basic.9y",42,"wed",4.859,"married",5191,"may"
"2906","blue-collar","basic.6y",40,"wed",4.859,"married",5191,"may"
"2922","blue-collar","basic.4y",33,"wed",4.859,"married",5191,"may"
"2923","services","high.school",31,"wed",4.859,"married",5191,"may"
"2926","admin.","high.school",30,"wed",4.859,"married",5191,"may"
"2927","student","university.degree",27,"wed",4.859,"single",5191,"may"
"2931","services","high.school",23,"wed",4.859,"single",5191,"may"
"2939","services","high.school",37,"wed",4.859,"married",5191,"may"
"2940","blue-collar","basic.4y",40,"wed",4.859,"married",5191,"may"
"2945","entrepreneur","basic.9y",36,"wed",4.859,"married",5191,"may"
"2948","blue-collar","basic.9y",56,"wed",4.859,"divorced",5191,"may"
"2949","blue-collar","basic.9y",28,"wed",4.859,"single",5191,"may"
"2951","technician","professional.course",30,"wed",4.859,"married",5191,"may"
"2961","self-employed","university.degree",53,"wed",4.859,"married",5191,"may"
"2965","admin.","basic.9y",52,"wed",4.859,"single",5191,"may"
"2967","blue-collar","basic.9y",60,"wed",4.859,"married",5191,"may"
"2971","blue-collar","basic.6y",27,"wed",4.859,"single",5191,"may"
"2982","services","high.school",48,"wed",4.859,"married",5191,"may"
"2992","technician","professional.course",30,"wed",4.859,"married",5191,"may"
"2997","technician","professional.course",36,"wed",4.859,"married",5191,"may"
"2999","technician","professional.course",35,"wed",4.859,"married",5191,"may"
"3009","blue-collar","basic.9y",46,"wed",4.859,"married",5191,"may"
"3010","blue-collar","basic.4y",49,"wed",4.859,"married",5191,"may"
"3030","blue-collar","basic.9y",33,"wed",4.859,"married",5191,"may"
"3035","blue-collar","basic.4y",34,"wed",4.859,"single",5191,"may"
"3037","self-employed","university.degree",38,"wed",4.859,"single",5191,"may"
"3043","admin.","high.school",46,"wed",4.859,"married",5191,"may"
"3050","services","high.school",36,"wed",4.859,"married",5191,"may"
"3052","entrepreneur","high.school",39,"wed",4.859,"married",5191,"may"
"3058","retired","high.school",60,"wed",4.859,"married",5191,"may"
"3066","unemployed","university.degree",29,"wed",4.859,"single",5191,"may"
"3068","technician","professional.course",55,"wed",4.859,"married",5191,"may"
"3072","technician","professional.course",43,"wed",4.859,"married",5191,"may"
"3075","blue-collar","basic.4y",45,"thu",4.86,"married",5191,"may"
"3083","admin.","basic.9y",32,"thu",4.86,"single",5191,"may"
"3084","admin.","basic.6y",41,"thu",4.86,"married",5191,"may"
"3097","blue-collar","basic.4y",49,"thu",4.86,"single",5191,"may"
"3106","blue-collar","basic.4y",56,"thu",4.86,"married",5191,"may"
"3112","technician","basic.9y",42,"thu",4.86,"divorced",5191,"may"
"3117","blue-collar","unknown",31,"thu",4.86,"single",5191,"may"
"3121","admin.","university.degree",32,"thu",4.86,"single",5191,"may"
"3129","technician","professional.course",38,"thu",4.86,"single",5191,"may"
"3138","blue-collar","basic.6y",33,"thu",4.86,"married",5191,"may"
"3140","technician","professional.course",36,"thu",4.86,"married",5191,"may"
"3150","blue-collar","basic.9y",46,"thu",4.86,"married",5191,"may"
"3153","blue-collar","high.school",32,"thu",4.86,"married",5191,"may"
"3155","blue-collar","basic.9y",35,"thu",4.86,"married",5191,"may"
"3166","blue-collar","basic.4y",38,"thu",4.86,"married",5191,"may"
"3169","management","unknown",45,"thu",4.86,"married",5191,"may"
"3174","retired","basic.4y",53,"thu",4.86,"divorced",5191,"may"
"3183","self-employed","university.degree",48,"thu",4.86,"married",5191,"may"
"3186","blue-collar","basic.9y",52,"thu",4.86,"married",5191,"may"
"3187","blue-collar","basic.9y",35,"thu",4.86,"married",5191,"may"
"3190","admin.","high.school",34,"thu",4.86,"single",5191,"may"
"3192","services","basic.6y",34,"thu",4.86,"married",5191,"may"
"3209","housemaid","university.degree",40,"thu",4.86,"single",5191,"may"
"3218","blue-collar","basic.6y",44,"thu",4.86,"married",5191,"may"
"3228","technician","professional.course",33,"thu",4.86,"married",5191,"may"
"3229","admin.","high.school",40,"thu",4.86,"married",5191,"may"
"3240","admin.","university.degree",46,"thu",4.86,"married",5191,"may"
"3242","management","university.degree",50,"thu",4.86,"married",5191,"may"
"3247","services","basic.6y",31,"thu",4.86,"married",5191,"may"
"3262","unknown","basic.6y",36,"thu",4.86,"single",5191,"may"
"3264","admin.","university.degree",42,"thu",4.86,"married",5191,"may"
"3272","technician","high.school",52,"thu",4.86,"married",5191,"may"
"3280","housemaid","basic.4y",32,"thu",4.86,"single",5191,"may"
"3287","self-employed","professional.course",49,"thu",4.86,"married",5191,"may"
"3298","housemaid","basic.6y",34,"thu",4.86,"divorced",5191,"may"
"3299","technician","professional.course",39,"thu",4.86,"married",5191,"may"
